audio,text,text_cleaned
M0000000160_0117.wav,แต่งตั้ง ซี สอง เป็น ฟูฟู,แต่งตั้ง C2 เป็น ฟูฟู
M0000000160_0118.wav,แต่งตั้ง ดี สอง เป็น เรือดำน้ำ,แต่งตั้ง D2 เป็น เรือดำน้ำ
M0000000160_0119.wav,แต่งตั้ง อี สอง เป็น เรือดำน้ำ,แต่งตั้ง E2 เป็น เรือดำน้ำ
M0000000160_0120.wav,แต่งตั้ง เอฟ สอง เป็น เรือดำน้ำ,แต่งตั้ง F2 เป็น เรือดำน้ำ
M0000000160_0121.wav,แต่งตั้ง ซี สาม เป็น เรือดำน้ำ,แต่งตั้ง C3 เป็น เรือดำน้ำ
M0000000161_0000.wav,โกวาจี,โกวาจี
M0000000161_0001.wav,โกวาจี อยาก จะ ล้ม กระดาน,โกวาจี อยาก จะ ล้ม กระดาน
M0000000161_0002.wav,ธุลี กิน เอ สาม,ธุลี กิน A3
M0000000161_0003.wav,ธุลี เดิน ไป เอ สาม,ธุลี เดิน ไป A3
M0000000161_0004.wav,ธุลี ไป บี สอง,ธุลี ไป B2
M0000000161_0005.wav,ธุลี เดิน ไป บี สอง,ธุลี เดิน ไป B2
M0000000161_0006.wav,ธุลี ไป ซี สาม,ธุลี ไป C3
M0000000161_0007.wav,ธุลี เดิน ไป ซี สาม,ธุลี เดิน ไป C3
M0000000161_0008.wav,ธุลี ไป ดี สี่,ธุลี ไป D4
M0000000161_0009.wav,เดิน ธุลี ไป ดี สี่,เดิน ธุลี ไป D4
M0000000161_0010.wav,ธุลี อี ห้า เดิน อี เจ็ด,ธุลี E5 เดิน E7
M0000000161_0011.wav,ธุลี อี ห้า เดิน ไป อี เจ็ด,ธุลี E5 เดิน ไป E7
M0000000161_0012.wav,ธุลี บี สาม ไป บี ห้า,ธุลี B3 ไป B5
M0000000161_0013.wav,ธุลี บี สาม เดิน ไป บี ห้า,ธุลี B3 เดิน ไป B5
M0000000161_0014.wav,ธุลี เอฟ หก ไป จี เจ็ด,ธุลี F6 ไป G7
M0000000161_0015.wav,ธุลี เอฟ หก เดิน ไป จี เจ็ด,ธุลี F6 เดิน ไป G7
M0000000161_0016.wav,ธุลี อี สี่ กิน เอฟ สาม,ธุลี E4 กิน F3
M0000000161_0017.wav,เดิน ธุลี อี สี่ ไป เอช หก,เดิน ธุลี E4 ไป H6
M0000000161_0018.wav,ก้อย กิน เอ สี่,ก้อย กิน A4
M0000000161_0019.wav,เดิน ก้อย ไป เอ สี่,เดิน ก้อย ไป A4
M0000000161_0020.wav,ก้อย กิน บี เจ็ด,ก้อย กิน B7
M0000000161_0021.wav,เดิน ก้อย ไป บี เจ็ด,เดิน ก้อย ไป B7
M0000000161_0022.wav,ก้อย ไป ซี ห้า,ก้อย ไป C5
M0000000161_0023.wav,ก้อย เดิน ไป ซี ห้า,ก้อย เดิน ไป C5
M0000000161_0024.wav,ก้อย ไป ดี สี่,ก้อย ไป D4
M0000000161_0025.wav,ก้อย เดิน ไป ดี สี่,ก้อย เดิน ไป D4
M0000000161_0026.wav,ก้อย เดิน อี ห้า,ก้อย เดิน E5
M0000000161_0027.wav,ก้อย เดิน ไป อี ห้า,ก้อย เดิน ไป E5
M0000000161_0028.wav,ก้อย ไป เอฟ สอง,ก้อย ไป F2
M0000000161_0029.wav,ก้อย เดิน ไป เอฟ สอง,ก้อย เดิน ไป F2
M0000000161_0030.wav,ก้อย อี หก ไป จี แปด,ก้อย E6 ไป G8
M0000000161_0031.wav,ก้อย อี หก เดิน ไป จี แปด,ก้อย E6 เดิน ไป G8
M0000000161_0032.wav,ก้อย จี ห้า กิน เอช หก,ก้อย G5 กิน H6
M0000000161_0033.wav,เดิน ก้อย จี ห้า ไป เอช หก,เดิน ก้อย G5 ไป H6
M0000000161_0034.wav,เณร กิน เอ แปด,เณร กิน A8
M0000000161_0035.wav,เณร เดิน ไป เอ แปด,เณร เดิน ไป A8
M0000000161_0036.wav,เณร กิน บี สอง,เณร กิน B2
M0000000161_0037.wav,เณร เดิน ไป บี สอง,เณร เดิน ไป B2
M0000000161_0038.wav,เณร กิน ซี ห้า,เณร กิน C5
M0000000161_0039.wav,เดิน เณร ไป ซี ห้า,เดิน เณร ไป C5
M0000000161_0040.wav,เณร ไป ดี สาม,เณร ไป D3
M0000000161_0041.wav,เดิน เณร ไป ดี สาม,เดิน เณร ไป D3
M0000000161_0042.wav,เณร ไป อี หก,เณร ไป E6
M0000000161_0043.wav,เณร เดิน ไป อี หก,เณร เดิน ไป E6
M0000000161_0044.wav,เณร ไป เอฟ สี่,เณร ไป F4
M0000000161_0045.wav,เดิน เณร ไป เอฟ สี่,เดิน เณร ไป F4
M0000000161_0046.wav,เณร เอฟ หก ไป จี เจ็ด,เณร F6 ไป G7
M0000000161_0047.wav,เณร เอฟ หก เดิน ไป จี เจ็ด,เณร F6 เดิน ไป G7
M0000000161_0048.wav,เณร บี เจ็ด กิน เอช หนึ่ง,เณร B7 กิน H1
M0000000161_0049.wav,เดิน เณร บี เจ็ด ไป เอช หนึ่ง,เดิน เณร B7 ไป H1
M0000000161_0050.wav,เรือดำน้ำ กิน เอ สี่,เรือดำน้ำ กิน A4
M0000000161_0051.wav,เรือดำน้ำ เดิน ไป เอ สี่,เรือดำน้ำ เดิน ไป A4
M0000000161_0052.wav,เรือดำน้ำ กิน บี แปด,เรือดำน้ำ กิน B8
M0000000161_0053.wav,เรือดำน้ำ เดิน ไป บี แปด,เรือดำน้ำ เดิน ไป B8
M0000000161_0054.wav,เรือดำน้ำ ไป ซี สอง,เรือดำน้ำ ไป C2
M0000000161_0055.wav,เดิน เรือดำน้ำ ไป ซี สอง,เดิน เรือดำน้ำ ไป C2
M0000000161_0056.wav,เรือดำน้ำ ไป ดี สาม,เรือดำน้ำ ไป D3
M0000000161_0057.wav,เดิน เรือดำน้ำ ไป ดี สาม,เดิน เรือดำน้ำ ไป D3
M0000000161_0058.wav,เรือดำน้ำ อี สาม กิน อี ห้า,เรือดำน้ำ E3 กิน E5
M0000000161_0059.wav,เรือดำน้ำ อี สาม เดิน ไป อี ห้า,เรือดำน้ำ E3 เดิน ไป E5
M0000000161_0060.wav,เรือดำน้ำ เอฟ เจ็ด กิน เอฟ หนึ่ง,เรือดำน้ำ F7 กิน F1
M0000000161_0061.wav,เรือดำน้ำ เอฟ เจ็ด เดิน ไป เอฟ หนึ่ง,เรือดำน้ำ F7 เดิน ไป F1
M0000000161_0062.wav,เรือดำน้ำ เอ หก ไป จี หก,เรือดำน้ำ A6 ไป G6
M0000000161_0063.wav,เดิน เรือดำน้ำ เอ หก ไป จี หก,เดิน เรือดำน้ำ A6 ไป G6
M0000000161_0064.wav,เรือดำน้ำ บี เจ็ด ไป เอช เจ็ด,เรือดำน้ำ B7 ไป H7
M0000000161_0065.wav,เดิน เรือดำน้ำ เอ หก ไป เอช เจ็ด,เดิน เรือดำน้ำ A6 ไป H7
M0000000161_0066.wav,ฟูฟู กิน เอ สาม,ฟูฟู กิน A3
M0000000161_0067.wav,เดิน ฟูฟู ไป เอ สาม,เดิน ฟูฟู ไป A3
M0000000161_0068.wav,ฟูฟู กิน บี เจ็ด,ฟูฟู กิน B7
M0000000161_0069.wav,เดิน ฟูฟู ไป บี เจ็ด,เดิน ฟูฟู ไป B7
M0000000161_0070.wav,ฟูฟู ไป ซี หนึ่ง,ฟูฟู ไป C1
M0000000161_0071.wav,ฟูฟู เดิน ไป ซี หนึ่ง,ฟูฟู เดิน ไป C1
M0000000161_0072.wav,ฟูฟู ไป ดี ห้า,ฟูฟู ไป D5
M0000000161_0073.wav,ฟูฟู เดิน ไป ดี ห้า,ฟูฟู เดิน ไป D5
M0000000161_0074.wav,ฟูฟู ดี สาม กิน อี ห้า,ฟูฟู D3 กิน E5
M0000000161_0075.wav,เดิน ฟูฟู ดี สาม ไป อี ห้า,เดิน ฟูฟู D3 ไป E5
M0000000161_0076.wav,ฟูฟู อี แปด กิน เอฟ หก,ฟูฟู E8 กิน F6
M0000000161_0077.wav,เดิน ฟูฟู ดี สาม ไป เอฟ หก,เดิน ฟูฟู D3 ไป F6
M0000000161_0078.wav,ฟูฟู อี หก ไป จี เจ็ด,ฟูฟู E6 ไป G7
M0000000161_0079.wav,ฟูฟู อี หก เดิน ไป จี เจ็ด,ฟูฟู E6 เดิน ไป G7
M0000000161_0080.wav,ฟูฟู เอฟ เจ็ด ไป เอช แปด,ฟูฟู F7 ไป H8
M0000000161_0081.wav,ฟูฟู เอฟ เจ็ด เดิน ไป เอช แปด,ฟูฟู F7 เดิน ไป H8  
M0000000161_0082.wav,ราชา  กิน เอ สี่,ราชา กิน A4
M0000000161_0083.wav,ราชา  เดิน ไป เอ สี่,ราชา เดิน ไป A4
M0000000161_0084.wav,ราชา  กิน บี สอง,ราชา กิน B2
M0000000161_0085.wav,ราชา  เดิน ไป บี สอง,ราชา เดิน ไป B2
M0000000161_0086.wav,ราชา  กิน ซี ห้า,ราชา กิน C5
M0000000161_0087.wav,ราชา  เดิน ไป ซี ห้า,ราชา เดิน ไป C5
M0000000161_0088.wav,เดิน ราชา  ไป ดี หนึ่ง,เดิน ราชา ไป D1
M0000000161_0089.wav,เดิน ราชา  ไป อี ห้า,เดิน ราชา ไป E5
M0000000161_0090.wav,เดิน ราชา  ไป เอฟ สาม,เดิน ราชา ไป F3
M0000000161_0091.wav,เอ หนึ่ง กิน ผ่าน,A1 กิน ผ่าน
M0000000161_0092.wav,เอ สอง กิน ผ่าน,A2 กิน ผ่าน
M0000000161_0093.wav,บี สาม กิน ผ่าน,B3 กิน ผ่าน
M0000000161_0094.wav,บี สี่ กิน ผ่าน,B4 กิน ผ่าน
M0000000161_0095.wav,ซี ห้า กิน ผ่าน,C5 กิน ผ่าน
M0000000161_0096.wav,ซี หก กิน ผ่าน,C6 กิน ผ่าน
M0000000161_0097.wav,ดี เจ็ด กิน ผ่าน,D7 กิน ผ่าน
M0000000161_0098.wav,ดี แปด กิน ผ่าน,D8 กิน ผ่าน
M0000000161_0099.wav,อี หก กิน ผ่าน,E6 กิน ผ่าน
M0000000161_0100.wav,อี สอง กิน ผ่าน,E2 กิน ผ่าน
M0000000161_0101.wav,เอฟ สาม กิน ผ่าน,F3 กิน ผ่าน
M0000000161_0102.wav,เอฟ สี่ กิน ผ่าน,F4 กิน ผ่าน
M0000000161_0103.wav,จี ห้า กิน ผ่าน,G5 กิน ผ่าน
M0000000161_0104.wav,จี หก กิน ผ่าน,G6 กิน ผ่าน
M0000000161_0105.wav,เอช หก กิน ผ่าน,H6 กิน ผ่าน
M0000000161_0106.wav,เอช สี่ กิน ผ่าน,H4 กิน ผ่าน
M0000000161_0107.wav,แต่งตั้ง เอ เจ็ด เป็น ก้อย,แต่งตั้ง A7 เป็น ก้อย
M0000000161_0108.wav,แต่งตั้ง บี เจ็ด เป็น ก้อย,แต่งตั้ง B7 เป็น ก้อย
M0000000161_0109.wav,แต่งตั้ง ซี เจ็ด เป็น ก้อย,แต่งตั้ง C7 เป็น ก้อย
M0000000161_0110.wav,แต่งตั้ง ดี เจ็ด เป็น ก้อย,แต่งตั้ง G7 เป็น ก้อย
M0000000161_0111.wav,แต่งตั้ง อี เจ็ด เป็น ก้อย,แต่งตั้ง E7 เป็น ก้อย
M0000000161_0112.wav,แต่งตั้ง เอฟ เจ็ด เป็น เณร,แต่งตั้ง F7 เป็น เณร
M0000000161_0113.wav,แต่งตั้ง จี เจ็ด เป็น เณร,แต่งตั้ง G7 เป็น เณร
M0000000161_0114.wav,แต่งตั้ง เอช สอง เป็น เณร,แต่งตั้ง H2 เป็น เณร
M0000000161_0115.wav,แต่งตั้ง เอ สอง เป็น ฟูฟู,แต่งตั้ง A2 เป็น ฟูฟู
M0000000161_0116.wav,แต่งตั้ง บี สอง เป็น ฟูฟู,แต่งตั้ง B2 เป็น ฟูฟู
M0000000161_0117.wav,แต่งตั้ง ซี สอง เป็น ฟูฟู,แต่งตั้ง C2 เป็น ฟูฟู
M0000000161_0118.wav,แต่งตั้ง ดี สอง เป็น เรือดำน้ำ,แต่งตั้ง D2 เป็น เรือดำน้ำ
M0000000161_0119.wav,แต่งตั้ง อี สอง เป็น เรือดำน้ำ,แต่งตั้ง E2 เป็น เรือดำน้ำ
M0000000161_0120.wav,แต่งตั้ง เอฟ สอง เป็น เรือดำน้ำ,แต่งตั้ง F2 เป็น เรือดำน้ำ
M0000000161_0121.wav,แต่งตั้ง ซี สาม เป็น เรือดำน้ำ,แต่งตั้ง C3 เป็น เรือดำน้ำ
M0000000162_0000.wav,โกวาจี,โกวาจี
M0000000162_0001.wav,โกวาจี อยาก จะ ล้ม กระดาน,โกวาจี อยาก จะ ล้ม กระดาน
M0000000162_0002.wav,ธุลี กิน เอ สาม,ธุลี กิน A3
M0000000162_0003.wav,ธุลี เดิน ไป เอ สาม,ธุลี เดิน ไป A3
M0000000162_0004.wav,ธุลี ไป บี สอง,ธุลี ไป B2
M0000000162_0005.wav,ธุลี เดิน ไป บี สอง,ธุลี เดิน ไป B2
M0000000162_0006.wav,ธุลี ไป ซี สาม,ธุลี ไป C3
M0000000162_0007.wav,ธุลี เดิน ไป ซี สาม,ธุลี เดิน ไป C3
M0000000162_0008.wav,ธุลี ไป ดี สี่,ธุลี ไป D4
M0000000162_0009.wav,เดิน ธุลี ไป ดี สี่,เดิน ธุลี ไป D4
M0000000162_0010.wav,ธุลี อี ห้า เดิน อี เจ็ด,ธุลี E5 เดิน E7
M0000000162_0011.wav,ธุลี อี ห้า เดิน ไป อี เจ็ด,ธุลี E5 เดิน ไป E7
M0000000162_0012.wav,ธุลี บี สาม ไป บี ห้า,ธุลี B3 ไป B5
M0000000162_0013.wav,ธุลี บี สาม เดิน ไป บี ห้า,ธุลี B3 เดิน ไป B5
M0000000162_0014.wav,ธุลี เอฟ หก ไป จี เจ็ด,ธุลี F6 ไป G7
M0000000162_0015.wav,ธุลี เอฟ หก เดิน ไป จี เจ็ด,ธุลี F6 เดิน ไป G7
M0000000162_0016.wav,ธุลี อี สี่ กิน เอฟ สาม,ธุลี E4 กิน F3
M0000000162_0017.wav,เดิน ธุลี อี สี่ ไป เอช หก,เดิน ธุลี E4 ไป H6
M0000000162_0018.wav,ก้อย กิน เอ สี่,ก้อย กิน A4
M0000000162_0019.wav,เดิน ก้อย ไป เอ สี่,เดิน ก้อย ไป A4
M0000000162_0020.wav,ก้อย กิน บี เจ็ด,ก้อย กิน B7
M0000000162_0021.wav,เดิน ก้อย ไป บี เจ็ด,เดิน ก้อย ไป B7
M0000000162_0022.wav,ก้อย ไป ซี ห้า,ก้อย ไป C5
M0000000162_0023.wav,ก้อย เดิน ไป ซี ห้า,ก้อย เดิน ไป C5
M0000000162_0024.wav,ก้อย ไป ดี สี่,ก้อย ไป D4
M0000000162_0025.wav,ก้อย เดิน ไป ดี สี่,ก้อย เดิน ไป D4
M0000000162_0026.wav,ก้อย เดิน อี ห้า,ก้อย เดิน E5
M0000000162_0027.wav,ก้อย เดิน ไป อี ห้า,ก้อย เดิน ไป E5
M0000000162_0028.wav,ก้อย ไป เอฟ สอง,ก้อย ไป F2
M0000000162_0029.wav,ก้อย เดิน ไป เอฟ สอง,ก้อย เดิน ไป F2
M0000000162_0030.wav,ก้อย อี หก ไป จี แปด,ก้อย E6 ไป G8
M0000000162_0031.wav,ก้อย อี หก เดิน ไป จี แปด,ก้อย E6 เดิน ไป G8
M0000000162_0032.wav,ก้อย จี ห้า กิน เอช หก,ก้อย G5 กิน H6
M0000000162_0033.wav,เดิน ก้อย จี ห้า ไป เอช หก,เดิน ก้อย G5 ไป H6
M0000000162_0034.wav,เณร กิน เอ แปด,เณร กิน A8
M0000000162_0035.wav,เณร เดิน ไป เอ แปด,เณร เดิน ไป A8
M0000000162_0036.wav,เณร กิน บี สอง,เณร กิน B2
M0000000162_0037.wav,เณร เดิน ไป บี สอง,เณร เดิน ไป B2
M0000000162_0038.wav,เณร กิน ซี ห้า,เณร กิน C5
M0000000162_0039.wav,เดิน เณร ไป ซี ห้า,เดิน เณร ไป C5
M0000000162_0040.wav,เณร ไป ดี สาม,เณร ไป D3
M0000000162_0041.wav,เดิน เณร ไป ดี สาม,เดิน เณร ไป D3
M0000000162_0042.wav,เณร ไป อี หก,เณร ไป E6
M0000000162_0043.wav,เณร เดิน ไป อี หก,เณร เดิน ไป E6
M0000000162_0044.wav,เณร ไป เอฟ สี่,เณร ไป F4
M0000000162_0045.wav,เดิน เณร ไป เอฟ สี่,เดิน เณร ไป F4
M0000000162_0046.wav,เณร เอฟ หก ไป จี เจ็ด,เณร F6 ไป G7
M0000000162_0047.wav,เณร เอฟ หก เดิน ไป จี เจ็ด,เณร F6 เดิน ไป G7
M0000000162_0048.wav,เณร บี เจ็ด กิน เอช หนึ่ง,เณร B7 กิน H1
M0000000162_0049.wav,เดิน เณร บี เจ็ด ไป เอช หนึ่ง,เดิน เณร B7 ไป H1
M0000000162_0050.wav,เรือดำน้ำ กิน เอ สี่,เรือดำน้ำ กิน A4
M0000000162_0051.wav,เรือดำน้ำ เดิน ไป เอ สี่,เรือดำน้ำ เดิน ไป A4
M0000000162_0052.wav,เรือดำน้ำ กิน บี แปด,เรือดำน้ำ กิน B8
M0000000162_0053.wav,เรือดำน้ำ เดิน ไป บี แปด,เรือดำน้ำ เดิน ไป B8
M0000000162_0054.wav,เรือดำน้ำ ไป ซี สอง,เรือดำน้ำ ไป C2
M0000000162_0055.wav,เดิน เรือดำน้ำ ไป ซี สอง,เดิน เรือดำน้ำ ไป C2
M0000000162_0056.wav,เรือดำน้ำ ไป ดี สาม,เรือดำน้ำ ไป D3
M0000000162_0057.wav,เดิน เรือดำน้ำ ไป ดี สาม,เดิน เรือดำน้ำ ไป D3
M0000000162_0058.wav,เรือดำน้ำ อี สาม กิน อี ห้า,เรือดำน้ำ E3 กิน E5
M0000000162_0059.wav,เรือดำน้ำ อี สาม เดิน ไป อี ห้า,เรือดำน้ำ E3 เดิน ไป E5
M0000000162_0060.wav,เรือดำน้ำ เอฟ เจ็ด กิน เอฟ หนึ่ง,เรือดำน้ำ F7 กิน F1
M0000000162_0061.wav,เรือดำน้ำ เอฟ เจ็ด เดิน ไป เอฟ หนึ่ง,เรือดำน้ำ F7 เดิน ไป F1
M0000000162_0062.wav,เรือดำน้ำ เอ หก ไป จี หก,เรือดำน้ำ A6 ไป G6
M0000000162_0063.wav,เดิน เรือดำน้ำ เอ หก ไป จี หก,เดิน เรือดำน้ำ A6 ไป G6
M0000000162_0064.wav,เรือดำน้ำ บี เจ็ด ไป เอช เจ็ด,เรือดำน้ำ B7 ไป H7
M0000000162_0065.wav,เดิน เรือดำน้ำ เอ หก ไป เอช เจ็ด,เดิน เรือดำน้ำ A6 ไป H7
M0000000162_0066.wav,ฟูฟู กิน เอ สาม,ฟูฟู กิน A3
M0000000162_0067.wav,เดิน ฟูฟู ไป เอ สาม,เดิน ฟูฟู ไป A3
M0000000162_0068.wav,ฟูฟู กิน บี เจ็ด,ฟูฟู กิน B7
M0000000162_0069.wav,เดิน ฟูฟู ไป บี เจ็ด,เดิน ฟูฟู ไป B7
M0000000162_0070.wav,ฟูฟู ไป ซี หนึ่ง,ฟูฟู ไป C1
M0000000162_0071.wav,ฟูฟู เดิน ไป ซี หนึ่ง,ฟูฟู เดิน ไป C1
M0000000162_0072.wav,ฟูฟู ไป ดี ห้า,ฟูฟู ไป D5
M0000000162_0073.wav,ฟูฟู เดิน ไป ดี ห้า,ฟูฟู เดิน ไป D5
M0000000162_0074.wav,ฟูฟู ดี สาม กิน อี ห้า,ฟูฟู D3 กิน E5
M0000000162_0075.wav,เดิน ฟูฟู ดี สาม ไป อี ห้า,เดิน ฟูฟู D3 ไป E5
M0000000162_0076.wav,ฟูฟู อี แปด กิน เอฟ หก,ฟูฟู E8 กิน F6
M0000000162_0077.wav,เดิน ฟูฟู ดี สาม ไป เอฟ หก,เดิน ฟูฟู D3 ไป F6
M0000000162_0078.wav,ฟูฟู อี หก ไป จี เจ็ด,ฟูฟู E6 ไป G7
M0000000162_0079.wav,ฟูฟู อี หก เดิน ไป จี เจ็ด,ฟูฟู E6 เดิน ไป G7
M0000000162_0080.wav,ฟูฟู เอฟ เจ็ด ไป เอช แปด,ฟูฟู F7 ไป H8
M0000000162_0081.wav,ฟูฟู เอฟ เจ็ด เดิน ไป เอช แปด,ฟูฟู F7 เดิน ไป H8  
M0000000162_0082.wav,ราชา  กิน เอ สี่,ราชา กิน A4
M0000000162_0083.wav,ราชา  เดิน ไป เอ สี่,ราชา เดิน ไป A4
M0000000162_0084.wav,ราชา  กิน บี สอง,ราชา กิน B2
M0000000162_0085.wav,ราชา  เดิน ไป บี สอง,ราชา เดิน ไป B2
M0000000162_0086.wav,ราชา  กิน ซี ห้า,ราชา กิน C5
M0000000162_0087.wav,ราชา  เดิน ไป ซี ห้า,ราชา เดิน ไป C5
M0000000162_0088.wav,เดิน ราชา  ไป ดี หนึ่ง,เดิน ราชา ไป D1
M0000000162_0089.wav,เดิน ราชา  ไป อี ห้า,เดิน ราชา ไป E5
M0000000162_0090.wav,เดิน ราชา  ไป เอฟ สาม,เดิน ราชา ไป F3
M0000000162_0091.wav,เอ หนึ่ง กิน ผ่าน,A1 กิน ผ่าน
M0000000162_0092.wav,เอ สอง กิน ผ่าน,A2 กิน ผ่าน
M0000000162_0093.wav,บี สาม กิน ผ่าน,B3 กิน ผ่าน
M0000000162_0094.wav,บี สี่ กิน ผ่าน,B4 กิน ผ่าน
M0000000162_0095.wav,ซี ห้า กิน ผ่าน,C5 กิน ผ่าน
M0000000162_0096.wav,ซี หก กิน ผ่าน,C6 กิน ผ่าน
M0000000162_0097.wav,ดี เจ็ด กิน ผ่าน,D7 กิน ผ่าน
M0000000162_0098.wav,ดี แปด กิน ผ่าน,D8 กิน ผ่าน
M0000000162_0099.wav,อี หก กิน ผ่าน,E6 กิน ผ่าน
M0000000162_0100.wav,อี สอง กิน ผ่าน,E2 กิน ผ่าน
M0000000162_0101.wav,เอฟ สาม กิน ผ่าน,F3 กิน ผ่าน
M0000000162_0102.wav,เอฟ สี่ กิน ผ่าน,F4 กิน ผ่าน
M0000000162_0103.wav,จี ห้า กิน ผ่าน,G5 กิน ผ่าน
M0000000162_0104.wav,จี หก กิน ผ่าน,G6 กิน ผ่าน
M0000000162_0105.wav,เอช หก กิน ผ่าน,H6 กิน ผ่าน
M0000000162_0106.wav,เอช สี่ กิน ผ่าน,H4 กิน ผ่าน
M0000000162_0107.wav,แต่งตั้ง เอ เจ็ด เป็น ก้อย,แต่งตั้ง A7 เป็น ก้อย
M0000000162_0108.wav,แต่งตั้ง บี เจ็ด เป็น ก้อย,แต่งตั้ง B7 เป็น ก้อย
M0000000162_0109.wav,แต่งตั้ง ซี เจ็ด เป็น ก้อย,แต่งตั้ง C7 เป็น ก้อย
M0000000162_0110.wav,แต่งตั้ง ดี เจ็ด เป็น ก้อย,แต่งตั้ง G7 เป็น ก้อย
M0000000162_0111.wav,แต่งตั้ง อี เจ็ด เป็น ก้อย,แต่งตั้ง E7 เป็น ก้อย
M0000000162_0112.wav,แต่งตั้ง เอฟ เจ็ด เป็น เณร,แต่งตั้ง F7 เป็น เณร
M0000000162_0113.wav,แต่งตั้ง จี เจ็ด เป็น เณร,แต่งตั้ง G7 เป็น เณร
M0000000162_0114.wav,แต่งตั้ง เอช สอง เป็น เณร,แต่งตั้ง H2 เป็น เณร
M0000000162_0115.wav,แต่งตั้ง เอ สอง เป็น ฟูฟู,แต่งตั้ง A2 เป็น ฟูฟู
M0000000162_0116.wav,แต่งตั้ง บี สอง เป็น ฟูฟู,แต่งตั้ง B2 เป็น ฟูฟู
M0000000162_0117.wav,แต่งตั้ง ซี สอง เป็น ฟูฟู,แต่งตั้ง C2 เป็น ฟูฟู
M0000000162_0118.wav,แต่งตั้ง ดี สอง เป็น เรือดำน้ำ,แต่งตั้ง D2 เป็น เรือดำน้ำ
M0000000162_0119.wav,แต่งตั้ง อี สอง เป็น เรือดำน้ำ,แต่งตั้ง E2 เป็น เรือดำน้ำ
M0000000162_0120.wav,แต่งตั้ง เอฟ สอง เป็น เรือดำน้ำ,แต่งตั้ง F2 เป็น เรือดำน้ำ
M0000000162_0121.wav,แต่งตั้ง ซี สาม เป็น เรือดำน้ำ,แต่งตั้ง C3 เป็น เรือดำน้ำ
M0000000163_0000.wav,โกวาจี,โกวาจี
M0000000163_0001.wav,โกวาจี อยาก จะ ล้ม กระดาน,โกวาจี อยาก จะ ล้ม กระดาน
M0000000163_0002.wav,ธุลี กิน เอ สาม,ธุลี กิน A3
M0000000163_0003.wav,ธุลี เดิน ไป เอ สาม,ธุลี เดิน ไป A3
M0000000163_0004.wav,ธุลี ไป บี สอง,ธุลี ไป B2
M0000000163_0005.wav,ธุลี เดิน ไป บี สอง,ธุลี เดิน ไป B2
M0000000163_0006.wav,ธุลี ไป ซี สาม,ธุลี ไป C3
M0000000163_0007.wav,ธุลี เดิน ไป ซี สาม,ธุลี เดิน ไป C3
M0000000163_0008.wav,ธุลี ไป ดี สี่,ธุลี ไป D4
M0000000163_0009.wav,เดิน ธุลี ไป ดี สี่,เดิน ธุลี ไป D4
M0000000163_0010.wav,ธุลี อี ห้า เดิน อี เจ็ด,ธุลี E5 เดิน E7
M0000000163_0011.wav,ธุลี อี ห้า เดิน ไป อี เจ็ด,ธุลี E5 เดิน ไป E7
M0000000163_0012.wav,ธุลี บี สาม ไป บี ห้า,ธุลี B3 ไป B5
M0000000163_0013.wav,ธุลี บี สาม เดิน ไป บี ห้า,ธุลี B3 เดิน ไป B5
M0000000163_0014.wav,ธุลี เอฟ หก ไป จี เจ็ด,ธุลี F6 ไป G7
M0000000163_0015.wav,ธุลี เอฟ หก เดิน ไป จี เจ็ด,ธุลี F6 เดิน ไป G7
M0000000163_0016.wav,ธุลี อี สี่ กิน เอฟ สาม,ธุลี E4 กิน F3
M0000000163_0017.wav,เดิน ธุลี อี สี่ ไป เอช หก,เดิน ธุลี E4 ไป H6
M0000000163_0018.wav,ก้อย กิน เอ สี่,ก้อย กิน A4
M0000000163_0019.wav,เดิน ก้อย ไป เอ สี่,เดิน ก้อย ไป A4
M0000000163_0020.wav,ก้อย กิน บี เจ็ด,ก้อย กิน B7
M0000000163_0021.wav,เดิน ก้อย ไป บี เจ็ด,เดิน ก้อย ไป B7
M0000000163_0022.wav,ก้อย ไป ซี ห้า,ก้อย ไป C5
M0000000163_0023.wav,ก้อย เดิน ไป ซี ห้า,ก้อย เดิน ไป C5
M0000000163_0024.wav,ก้อย ไป ดี สี่,ก้อย ไป D4
M0000000163_0025.wav,ก้อย เดิน ไป ดี สี่,ก้อย เดิน ไป D4
M0000000163_0026.wav,ก้อย เดิน อี ห้า,ก้อย เดิน E5
M0000000163_0027.wav,ก้อย เดิน ไป อี ห้า,ก้อย เดิน ไป E5
M0000000163_0028.wav,ก้อย ไป เอฟ สอง,ก้อย ไป F2
M0000000163_0029.wav,ก้อย เดิน ไป เอฟ สอง,ก้อย เดิน ไป F2
M0000000163_0030.wav,ก้อย อี หก ไป จี แปด,ก้อย E6 ไป G8
M0000000163_0031.wav,ก้อย อี หก เดิน ไป จี แปด,ก้อย E6 เดิน ไป G8
M0000000163_0032.wav,ก้อย จี ห้า กิน เอช หก,ก้อย G5 กิน H6
M0000000163_0033.wav,เดิน ก้อย จี ห้า ไป เอช หก,เดิน ก้อย G5 ไป H6
M0000000163_0034.wav,เณร กิน เอ แปด,เณร กิน A8
M0000000163_0035.wav,เณร เดิน ไป เอ แปด,เณร เดิน ไป A8
M0000000163_0036.wav,เณร กิน บี สอง,เณร กิน B2
M0000000163_0037.wav,เณร เดิน ไป บี สอง,เณร เดิน ไป B2
